turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,greedy,"[2, 4]","[5, 0] -> [4, 1]",Up-Right,"[8, 3] -> [8, 4]",Right,0,0,[ 0  0  0 -2  0 -4  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [-1  0 -3  3  0  0  0] | [ 0  2  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
12,p2,minimax,"[-4, -2]","[0, 5] -> [0, 4]",Left,"[0, 3] -> [0, 2]",Left,0,0,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [-1  0 -3  3  0  0  0] | [ 0  2  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
13,p1,greedy,"[2, 1]","[4, 1] -> [5, 1]",Down,"[8, 1] -> [7, 2]",Up-Right,0,0,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [-1  0 -3  3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  2  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  1  0  0  0  6] | [ 0  0  0  0  4  0  0]
14,p2,minimax,"[-1, -3]","[3, 0] -> [2, 1]",Up-Right,"[3, 2] -> [4, 2]",Down,1,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -1  0  0 -5  0 -6] | [ 0  0  0  3  0  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  2  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  1  0  0  0  6] | [ 0  0  0  0  4  0  0]
15,p1,greedy,"[1, 6]","[7, 2] -> [7, 1]",Left,"[7, 6] -> [8, 6]",Down,1,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -1  0  0 -5  0 -6] | [ 0  0  0  3  0  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  2  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  1  0  0  0  0  0] | [ 0  0  0  0  4  0  6]
16,p2,minimax,"[-5, -1]","[2, 4] -> [2, 3]",Left,"[2, 1] -> [2, 0]",Left,1,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [-1  0  0 -5  0  0 -6] | [ 0  0  0  3  0  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  2  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  1  0  0  0  0  0] | [ 0  0  0  0  4  0  6]
17,p1,greedy,"[1, 2]","[7, 1] -> [8, 1]",Down,"[5, 1] -> [4, 0]",Up-Left,1,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [-1  0  0 -5  0  0 -6] | [ 0  0  0  3  0  0  0] | [ 2  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  6]
18,p2,minimax,"[-3, -2]","[4, 2] -> [5, 1]",Down-Left,"[0, 2] -> [0, 1]",Left,1,2,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [-1  0  0 -5  0  0 -6] | [ 0  0  0  3  0  0  0] | [ 2  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  6]
19,p1,greedy,"[4, 5]","[8, 4] -> [8, 3]",Left,"[6, 4] -> [5, 5]",Up-Right,1,2,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [-1  0  0 -5  0  0 -6] | [ 0  0  0  3  0  0  0] | [ 2  0  0  0  0  0  0] | [ 0 -3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  4  0  0  6]
20,p2,minimax,"[-6, -4]","[2, 6] -> [2, 5]",Left,"[0, 4] -> [0, 5]",Right,1,2,[ 0 -2  0  0  0 -4  0] | [ 0  0  0  0  0  0  0] | [-1  0  0 -5  0 -6  0] | [ 0  0  0  3  0  0  0] | [ 2  0  0  0  0  0  0] | [ 0 -3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  4  0  0  6]
21,p1,greedy,"[5, 3]","[5, 5] -> [6, 4]",Down-Left,"[3, 3] -> [2, 2]",Up-Left,2,2,[ 0 -2  0  0  0 -4  0] | [ 0  0  0  0  0  0  0] | [-1  0  3 -5  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 2  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  4  0  0  6]
22,p2,minimax,"[-5, -6]","[2, 3] -> [3, 2]",Down-Left,"[2, 5] -> [3, 5]",Down,2,2,[ 0 -2  0  0  0 -4  0] | [ 0  0  0  0  0  0  0] | [-1  0  3  0  0  0  0] | [ 0  0 -5  0  0 -6  0] | [ 2  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  4  0  0  6]
23,p1,greedy,"[2, 3]","[4, 0] -> [3, 0]",Up,"[2, 2] -> [2, 3]",Right,3,2,[ 0 -2  0  0  0 -4  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  3  0  0  0] | [ 2  0 -5  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  4  0  0  6]
